Id,SalePrice
1461,119849.63543835038
1462,126574.08477717952
1463,190876.66245141884
1464,195805.44971368654
1465,180642.0094486565
1466,165596.1839949456
1467,165609.89135497037
1468,162642.92910477432
1469,176469.23093385424
1470,122182.72289300448
1471,197108.94621112308
1472,84452.1015321777
1473,89433.2593119812
1474,133230.36331949633
1475,99265.68979944795
1476,335275.2158189985
1477,231932.77662388928
1478,256287.7145397017
1479,270958.82178913726
1480,553597.6288208897
1481,323268.82801575266
1482,197313.07928857853
1483,171997.98199520732
1484,162549.9877405786
1485,179980.27022681048
1486,196757.4565059009
1487,398036.97576051386
1488,227314.44427560474
1489,192004.81617139708
1490,263351.0322688268
1491,187806.85280002083
1492,89788.99283373091
1493,185038.7142110996
1494,258948.07345713783
1495,277597.29581579706
1496,239884.18137046118
1497,177313.85076429107
1498,157865.9251864438
1499,151282.09935941742
1500,155789.5762123697
1501,168905.46709238176
1502,154909.53452184817
1503,298775.72054067807
1504,221190.53026270715
1505,234792.90265151695
1506,187741.02871017018
1507,275213.3433284028
1508,194260.6703504035
1509,141919.50459914864
1510,145573.19031006627
1511,155775.77796252846
1512,186153.7292621369
1513,135264.2307641104
1514,162804.5241460444
1515,189862.42027560074
1516,149277.72725021848
1517,156247.56361039932
1518,129612.98690552218
1519,215087.3127495849
1520,134581.87315173657
1521,141507.38871755858
1522,170909.9530768469
1523,106075.29102457626
1524,110797.37579019081
1525,113279.87262838348
1526,101830.05725458525
1527,99016.80482476336
1528,116137.1126610293
1529,138782.6764096361
1530,169927.28106303362
1531,125627.36483351745
1532,97273.77160146597
1533,160794.54343592058
1534,107312.55182090239
1535,156846.05770380702
1536,104855.73430698313
1537,79013.86559381073
1538,127113.25938589878
1539,164689.771927158
1540,115786.75711607776
1541,130719.61667680246
1542,132068.59636132646
1543,167085.01925674427
1544,75568.1695343322
1545,100010.7435496536
1546,115472.11828469188
1547,125955.26854638131
1548,111771.3765159249
1549,109963.25077254626
1550,127970.3112169237
1551,119331.6252708182
1552,146216.05644371436
1553,146379.7665131431
1554,104339.04961496947
1555,178409.17959737923
1556,95236.83158718607
1557,117224.8651615913
1558,99644.28615086178
1559,108651.72031266481
1560,125691.73371139495
1561,136603.20093063684
1562,119905.05723343362
1563,121546.16089292205
1564,177059.56931010803
1565,141710.265344963
1566,206574.31411872682
1567,78722.50760015998
1568,248034.2586590621
1569,155144.0284032508
1570,127362.54767081322
1571,108543.89120913387
1572,147466.41350806836
1573,232068.5580787377
1574,123550.10709415405
1575,262310.5879590542
1576,259080.40369104923
1577,175857.53918342915
1578,135086.4476341427
1579,143499.37809158862
1580,181119.82842193168
1581,155218.91105891977
1582,109217.92648770634
1583,347721.5984941388
1584,221590.01451012457
1585,152634.14160578902
1586,67127.9447531304
1587,99635.44291786914
1588,159226.03344241963
1589,111226.05954838954
1590,117539.41345603441
1591,96783.0933969205
1592,114934.17148335543
1593,109439.39485973024
1594,122050.16588998628
1595,131324.11999646417
1596,195492.81326301914
1597,192137.55199432344
1598,180285.56301278697
1599,165548.1393385516
1600,154341.70749133907
1601,69313.15861922159
1602,118478.8158159098
1603,92676.34413233498
1604,269353.2957729619
1605,230786.68465005013
1606,147533.37016077002
1607,188272.25671837284
1608,197270.61094703342
1609,171110.92484459112
1610,145708.38238174564
1611,129266.98083476993
1612,175809.73006409823
1613,165380.8903256404
1614,139372.69579504099
