Id,SalePrice
1461,125287.06464517803
1462,197628.01867652382
1463,184043.68349480527
1464,192393.725132125
1465,171604.04888695446
1466,177613.8784145491
1467,180779.20723909207
1468,150329.99413852187
1469,179280.60828862464
1470,122558.57798552788
1471,184924.5087852017
1472,102204.85430681954
1473,90320.25202550749
1474,146719.7270443614
1475,96444.36141717779
1476,286939.5559834816
1477,197965.82966076685
1478,239290.87807533407
1479,248830.64255937032
1480,380191.4601464739
1481,291921.70233569545
1482,180576.9576125481
1483,171360.5063457532
1484,156683.10988513706
1485,139352.54921893196
1486,180380.84140620066
1487,312294.2230995409
1488,207920.3222553372
1489,168480.63094873738
1490,209864.0096167107
1491,179733.41651760828
1492,130273.77510346453
1493,210699.60651002222
1494,256356.10469193093
1495,252138.91775812185
1496,196661.80478589106
1497,166805.78188658506
1498,130255.80131005759
1499,129246.90237178696
1500,130653.84268543894
1501,138392.19566535752
1502,98512.88282506505
1503,230241.66597652173
1504,228039.63404195715
1505,226488.71343265526
1506,240138.95678141818
1507,266622.1105346577
1508,214545.56631976913
1509,172517.52001461427
1510,184701.1167822996
1511,146142.15443074654
1512,204055.8390005054
1513,209252.06217291858
1514,214780.73855699837
1515,277554.23950826493
1516,162374.7814170926
1517,144118.0419776003
1518,198314.6645726201
1519,210460.75890995748
1520,136688.78525604942
1521,149614.41560591318
1522,209022.95722623833
1523,131832.4408574282
1524,128101.57051653216
1525,116355.63786965208
1526,115051.1174401353
1527,115741.29528870914
1528,156070.3887187221
1529,140528.04839163422
1530,238714.25677538518
1531,189479.580373736
1532,111797.65804715373
1533,161376.78768431145
1534,124797.6625530549
1535,182553.522802365
1536,138372.8781826509
1537,97173.78420127252
1538,195041.18508397503
1539,235090.76752428873
1540,215255.70745473442
1541,144151.69131016318
1542,161164.13832253648
1543,202469.23874265607
1544,96854.52162011986
1545,103264.20811412735
1546,121603.83042884387
1547,154913.46255316443
1548,150982.45659418192
1549,117909.34821807571
1550,151824.14033898714
1551,125661.48557896719
1552,192613.994155842
1553,185199.7039376864
1554,117434.79129309431
1555,231543.53647648118
1556,119187.22133231527
1557,155308.85539089615
1558,87881.26608514009
1559,175342.64899251322
1560,184650.82799092084
1561,235908.690001089
1562,104223.33608426942
1563,118893.03157756459
1564,164129.58141345196
1565,155751.0049030795
1566,227218.62721212098
1567,93817.88665255254
1568,243778.53727545874
1569,164930.19673471755
1570,137922.7441111597
1571,140620.24430557623
1572,160327.6549346883
1573,188764.6888419583
1574,181754.68150951155
1575,237796.2191021231
1576,227159.87141181232
1577,155017.2203449618
1578,151544.92477316264
1579,119809.32807888508
1580,167406.98215919602
1581,163895.92314051112
1582,102086.7063953851
1583,266949.3039149166
1584,232750.28664570744
1585,105793.85956741286
1586,72113.7503782008
1587,122567.63053283008
1588,165413.3075896931
1589,125523.83530423137
1590,128280.22206950327
1591,112121.97023600807
1592,153774.3677830303
1593,109525.35346784434
1594,222070.5950118532
1595,184857.4821458326
1596,213695.53787691146
1597,211207.98012507678
1598,162205.66451192938
1599,135199.7505296448
1600,159308.49757657526
1601,58942.87985746983
1602,130921.18696171463
1603,112068.97854929444
1604,217730.6140488505
1605,198385.18388518953
1606,188524.9600440472
1607,256669.61713971614
1608,181473.27306734578
1609,150850.80423895945
1610,143153.16702492264
1611,155566.6764325284
1612,175038.07686765096
1613,191959.15753817855
1614,125264.37037180121
1615,110156.25993118678
1616,91674.26298872592
1617,91637.3597849027
1618,101445.23508957057
1619,133737.2349345918
1620,242943.40090985104
1621,118359.26590096611
1622,168577.6831643332
1623,244972.8885267034
1624,249972.35817190568
1625,105251.01075252582
1626,185712.398365896
1627,184154.08277706616
1628,229987.90705472708
1629,170836.8181412259
1630,319203.8265134912
1631,197816.01253115362
1632,223546.06843114382
1633,151014.03063250292
1634,172577.63534231446
1635,144898.15127950592
1636,145588.26194054194
1637,223897.51983956134
1638,252029.7627180108
1639,236894.30486780423
1640,300660.4285096879
1641,212210.5140938076
1642,186133.177270664
1643,204264.01115392245
1644,199982.25751709944
1645,229453.39125559217
1646,134475.21908802155
1647,148214.62531349898
1648,148383.0177144492
